date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,observed_minutes,sub_metering_remainder,rr,nbjrr1,nbjrr5,nbjrr10,nbjbrou,day_of_week,month,day_of_year,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos
2007-01-19,1480.4400000000028,170.05200000000036,240.16094444444425,4.376249999999998,2103.0,330.0,7172.0,1440.0,15069.000000000047,0.0,0.0,0.0,0.0,0.0,4,1,19,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.3204232733919111,0.9472744722987169
2007-01-20,3133.7319999999963,238.3620000000003,238.86747222222237,9.348055555555536,4324.0,5222.0,11440.0,1440.0,31242.866666666603,0.0,0.0,0.0,0.0,0.0,5,1,20,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.33663728424691025,0.9416343976591259
2007-01-21,3407.261999999998,229.7360000000004,238.96811805555566,10.190694444444453,10346.0,5567.0,11599.0,1440.0,29275.69999999996,0.0,0.0,0.0,0.0,0.0,6,1,21,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.3527520865490948,0.9357168190404936
2007-01-22,2180.494,168.64200000000025,241.60313194444416,6.35527777777775,1054.0,2983.0,11361.0,1440.0,20943.566666666666,0.0,0.0,0.0,0.0,0.0,0,1,22,0.0,1.0,0.49999999999999994,0.8660254037844387,0.3687629311922601,0.9295234803804003
2007-01-23,1777.6400000000003,138.27999999999986,242.7625555555554,5.26083333333336,0.0,1064.0,5061.0,1440.0,23502.333333333336,0.0,0.0,0.0,0.0,0.0,1,1,23,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.3846650997070012,0.9230562068841761
2007-01-24,2987.853999999998,178.06000000000006,241.45769444444434,8.733611111111113,3464.0,2480.0,11744.0,1440.0,32109.566666666637,0.0,0.0,0.0,0.0,0.0,2,1,24,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.40045390565126643,0.9163169044870048
2007-01-25,1596.3439999999975,144.16000000000005,243.42436111111107,4.629305555555553,1158.0,262.0,11239.0,1440.0,13946.73333333329,0.0,0.0,0.0,0.0,0.0,3,1,25,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.41612469599147445,0.9093075592922358
2007-01-26,1617.9719999999982,142.90199999999993,242.7717916666665,4.721388888888897,1163.0,261.0,8238.0,1440.0,17304.199999999968,0.0,0.0,0.0,0.0,0.0,4,1,26,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.43167285247378384,0.9020302369860707
2007-01-27,2044.0720000000008,148.2420000000001,241.61656944444428,5.949861111111129,1170.0,3896.0,12374.0,1440.0,16627.866666666676,0.0,0.0,0.0,0.0,0.0,5,1,27,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0.44709379298511387,0.8944870822287956
2007-01-28,3090.203999999989,153.3519999999999,240.30478804725428,9.133703961084084,3466.0,3997.0,12045.0,1439.0,31995.399999999812,0.0,0.0,0.0,0.0,0.0,6,1,28,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.4623829729035149,0.88668031802274
2007-01-29,1982.6640000000002,165.69599999999983,240.92959722222267,5.788888888888891,1123.0,294.0,15254.0,1440.0,16373.400000000001,0.0,0.0,0.0,0.0,0.0,0,1,29,0.0,1.0,0.49999999999999994,0.8660254037844387,0.47753588643748823,0.8786122450571483
2007-01-30,1707.7979999999984,180.9340000000003,241.84087500000012,5.028194444444446,1123.0,1424.0,8149.0,1440.0,17767.299999999974,0.0,0.0,0.0,0.0,0.0,1,1,30,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.4925480679538643,0.8702852410301553
2007-01-31,2363.7520000000013,185.98800000000043,239.9211319444446,6.92361111111111,0.0,5950.0,15052.0,1440.0,18393.86666666669,0.0,0.0,0.0,0.0,0.0,2,1,31,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.5074150932938455,0.8617017599480682
2007-02-01,1824.7599999999998,150.2639999999999,240.39213888888895,5.3324999999999845,1170.0,386.0,13145.0,1440.0,15711.666666666664,0.0,0.0,0.0,0.0,0.0,3,2,32,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597
2007-02-02,1667.7359999999976,139.54200000000006,240.3343888888891,4.8708333333333185,0.0,356.0,11338.0,1440.0,16101.599999999962,0.0,0.0,0.0,0.0,0.0,4,2,33,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.5366961939916004,0.8437755598231856
2007-02-03,4029.721999999996,245.82400000000007,238.9101944444446,11.815972222222237,4746.0,4573.0,17834.0,1440.0,40009.03333333327,0.0,0.0,0.0,0.0,0.0,5,2,34,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473
2007-02-04,3595.9400000000023,186.49400000000028,239.63333333333284,10.565416666666664,3391.0,4597.0,14472.0,1440.0,37472.33333333337,0.0,0.0,0.0,0.0,0.0,6,2,35,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.5653446739747429,0.8248547748594244
2007-02-05,1645.2799999999997,147.22799999999984,240.81031249999998,4.820416666666669,896.0,2564.0,7849.0,1440.0,16112.333333333328,0.0,0.0,0.0,0.0,0.0,0,2,36,0.0,1.0,0.8660254037844386,0.5000000000000001,0.5794210982045637,0.8150283375168114
2007-02-06,1273.4800000000005,142.566,241.2641597222219,3.7719444444444505,1185.0,405.0,4517.0,1440.0,15117.666666666675,0.0,0.0,0.0,0.0,0.0,1,2,37,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.593326764377232,0.8049617075821959
2007-02-07,2328.018000000001,177.70800000000034,241.14969444444452,6.7916666666666705,3299.0,3513.0,11986.0,1440.0,20002.300000000017,0.0,0.0,0.0,0.0,0.0,2,2,38,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
2007-02-08,1801.4140000000002,138.89600000000024,241.79730555555554,5.248333333333321,2226.0,366.0,10157.0,1440.0,17274.56666666667,0.0,0.0,0.0,0.0,0.0,3,2,39,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104
2007-02-09,1620.198000000001,158.0660000000001,241.74044444444456,4.727222222222219,0.0,3045.0,9770.0,1440.0,14188.300000000014,0.0,0.0,0.0,0.0,0.0,4,2,40,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6339784927628866,0.7733506777097299
2007-02-10,2829.3279999999995,192.97399999999973,240.03682638888833,8.303749999999996,5071.0,2831.0,14405.0,1440.0,24848.46666666666,0.0,0.0,0.0,0.0,0.0,5,2,41,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.647160667326606,0.7623536388483904
2007-02-11,3571.2279999999987,204.3140000000003,239.50614583333302,10.526805555555542,2430.0,4765.0,13114.0,1440.0,39211.466666666645,0.0,0.0,0.0,0.0,0.0,6,2,42,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6601521206712317,0.7511319308705199
2007-02-12,1877.6100000000004,136.7039999999999,240.0984999999999,5.503472222222219,2227.0,399.0,11517.0,1440.0,17150.500000000007,0.0,0.0,0.0,0.0,0.0,0,2,43,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6729490241558329,0.7396888608649668
2007-02-13,1414.5460000000003,134.67799999999968,241.16685416666652,4.143750000000003,0.0,2828.0,6256.0,1440.0,14491.76666666667,0.0,0.0,0.0,0.0,0.0,1,2,44,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6855476064742154,0.7280278011569848
2007-02-14,2498.6719999999964,202.5060000000002,240.3753888888889,7.315138888888896,3295.0,3793.0,11579.0,1440.0,22977.533333333275,0.0,0.0,0.0,0.0,0.0,2,2,45,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6979441547663435,0.7161521883143933
2007-02-15,1985.3459999999977,165.9639999999999,240.6692222222218,5.82027777777778,0.0,2363.0,14028.0,1440.0,16698.099999999962,0.0,0.0,0.0,0.0,0.0,3,2,46,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7101350157125358,0.7040655221348057
2007-02-16,1702.5279999999975,151.68599999999992,240.82094444444454,5.046527777777746,1148.0,859.0,8689.0,1440.0,17679.466666666623,0.0,0.0,0.0,0.0,0.0,4,2,47,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7221165966101162,0.6917713646142218
2007-02-17,2076.9120000000025,238.96800000000033,239.31603472222199,6.129166666666671,1765.0,2226.0,7157.0,1440.0,23467.20000000004,0.0,0.0,0.0,0.0,0.0,5,2,48,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.733885366432199,0.6792733388972931
2007-02-18,3829.762000000007,255.52200000000042,239.170805555556,11.23888888888887,6107.0,8003.0,13129.0,1440.0,36590.366666666785,0.0,0.0,0.0,0.0,0.0,6,2,49,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7454378568683001,0.6665751282095632
2007-02-19,2186.6139999999978,176.58400000000003,239.7895833333335,6.442222222222232,1634.0,2900.0,13085.0,1440.0,18824.56666666663,0.0,0.0,0.0,0.0,0.0,0,2,50,0.0,1.0,0.8660254037844386,0.5000000000000001,0.7567706633464626,0.653680474772006
2007-02-20,3149.928000000004,187.15799999999962,239.86544444444465,9.16847222222227,2058.0,5191.0,9713.0,1440.0,35536.80000000007,0.0,0.0,0.0,0.0,0.0,1,2,51,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7678804460366,0.6405931786981751
2007-02-21,2072.8740000000025,189.87000000000026,240.46096527777712,6.074444444444444,3527.0,2332.0,11548.0,1440.0,17140.900000000045,0.0,0.0,0.0,0.0,0.0,2,2,52,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7787639308347607,0.6273170968742937
2007-02-22,3369.4779999999955,137.95399999999978,238.62353963838615,9.870792767732937,1409.0,4129.0,12251.0,1438.0,38368.96666666659,0.0,0.0,0.0,0.0,0.0,3,2,53,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7894179103280197,0.613856141822612
2007-02-23,1313.4800000000025,149.34400000000005,240.68596527777737,3.825416666666619,0.0,503.0,10786.0,1440.0,10602.333333333376,0.0,0.0,0.0,0.0,0.0,4,2,54,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7998392447397193,0.6002142805483682
2007-02-24,714.9220000000016,122.20199999999963,239.86310416666686,2.0858333333333583,0.0,363.0,3562.0,1440.0,7990.366666666694,0.0,0.0,0.0,0.0,0.0,5,2,55,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.8100248628547753,0.5863955333706956
2007-02-25,501.74000000000103,113.7359999999999,241.68154861111094,1.4622222222222236,0.0,329.0,1660.0,1440.0,6373.33333333335,0.0,0.0,0.0,0.0,0.0,6,2,56,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.8199717629247771,0.5724039727378148
2007-02-26,568.484,108.27999999999987,241.27359027777788,1.658888888888888,0.0,331.0,2830.0,1440.0,6313.733333333334,0.0,0.0,0.0,0.0,0.0,0,2,57,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8296770135526188,0.5582437220268648
2007-02-27,518.1119999999974,113.20399999999992,242.9442708333336,1.5245833333333407,0.0,314.0,1924.0,1440.0,6397.199999999955,0.0,0.0,0.0,0.0,0.0,1,2,58,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.8391377545563938,0.5439189543287247
2007-02-28,520.774000000001,113.37199999999986,242.15959027777743,1.528472222222229,0.0,340.0,1973.0,1440.0,6366.566666666684,0.0,0.0,0.0,0.0,0.0,2,2,59,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.8483511978123038,0.5294338912181853
2007-03-01,517.5640000000016,107.62799999999967,241.3214027777777,1.508888888888894,0.0,316.0,1980.0,1440.0,6330.066666666693,0.0,0.0,0.0,0.0,0.0,3,3,60,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.8573146280763322,0.5147928015098309
2007-03-02,515.6880000000006,107.00799999999968,240.59159722222205,1.5068055555555597,0.0,340.0,1969.0,1440.0,6285.80000000001,0.0,0.0,0.0,0.0,0.0,4,3,61,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001
2007-03-03,819.1220000000008,134.99199999999985,241.28808333333322,2.4011111111111187,0.0,347.0,4597.0,1440.0,8708.033333333346,0.0,0.0,0.0,0.0,0.0,5,3,62,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8744809578310397,0.4850598461951962
2007-03-04,2090.700000000001,175.6820000000002,240.02979861111137,6.158194444444437,1476.0,8711.0,9408.0,1440.0,15250.000000000022,0.0,0.0,0.0,0.0,0.0,6,3,63,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8826787983255474,0.46997674302731995
2007-03-05,2660.332000000001,205.95599999999956,240.0309097222223,7.8402777777777946,5727.0,12109.0,10026.0,1440.0,16476.866666666683,0.0,0.0,0.0,0.0,0.0,0,3,64,0.0,1.0,1.0,6.123233995736766e-17,0.8906165093267404,0.4547551355561058
2007-03-06,1246.4999999999977,186.14800000000056,240.98806944444462,3.6956944444444533,0.0,1740.0,4700.0,1440.0,14334.99999999996,0.0,0.0,0.0,0.0,0.0,1,3,65,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.8982917515547528,0.4393995096591417
2007-03-07,2375.2060000000024,171.19999999999933,240.3235625000004,6.934999999999999,1076.0,4761.0,15513.0,1440.0,18236.766666666706,0.0,0.0,0.0,0.0,0.0,2,3,66,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9057022630804714,0.42391439070986076
2007-03-08,1572.1319999999964,187.40400000000074,240.66542361111095,4.665138888888918,2180.0,3385.0,6655.0,1440.0,13982.199999999943,0.0,0.0,0.0,0.0,0.0,3,3,67,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9128458599921356,0.40830434224389334
2007-03-09,1272.6119999999996,119.23799999999964,240.88846527777787,3.7312499999999975,1093.0,345.0,8631.0,1440.0,11141.199999999993,0.0,0.0,0.0,0.0,0.0,4,3,68,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9197204370389467,0.3925739646141717
2007-03-10,2484.712000000008,243.52799999999965,239.8028333333331,7.341944444444424,4130.0,5422.0,10979.0,1440.0,20880.866666666807,0.0,0.0,0.0,0.0,0.0,5,3,69,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.926323968251495,0.3767278936351851
2007-03-11,3480.636000000001,173.37399999999988,240.00729166666602,10.121527777777764,4810.0,3420.0,9500.0,1440.0,40280.60000000001,0.0,0.0,0.0,0.0,0.0,6,3,70,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9326545075388224,0.36077079921678346
2007-03-12,1950.6680000000006,134.42199999999966,240.55871527777788,5.728472222222197,1403.0,2841.0,12353.0,1440.0,15914.133333333342,0.0,0.0,0.0,0.0,0.0,0,3,71,0.0,1.0,1.0,6.123233995736766e-17,0.9387101892619443,0.3447073839879338
2007-03-13,1290.1440000000034,126.71799999999979,240.89796527777773,3.8056944444444487,1350.0,3859.0,5323.0,1440.0,10970.40000000006,0.0,0.0,0.0,0.0,0.0,1,3,72,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.9444892287836613,0.32854238191083485
2007-03-14,1793.3639999999998,157.52199999999974,240.77729166666626,5.2674999999999965,3485.0,480.0,8607.0,1440.0,17317.399999999998,0.0,0.0,0.0,0.0,0.0,2,3,73,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.949989922994501,0.3122805568857947
2007-03-15,1884.8140000000012,159.32600000000022,240.2804930555553,5.523194444444449,0.0,3263.0,11036.0,1440.0,17114.566666666688,0.0,0.0,0.0,0.0,0.0,3,3,74,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.9552106508146316,0.2959267013472893
2007-03-16,1702.053999999999,130.2079999999997,239.52713194444436,4.992361111111113,1106.0,4604.0,5370.0,1440.0,17287.566666666648,0.0,0.0,0.0,0.0,0.0,4,3,75,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.9601498736716018,0.2794856348516095
2007-03-17,2028.090000000002,127.06799999999969,238.2246527777776,5.9461111111111125,2208.0,359.0,12275.0,1440.0,18959.50000000003,0.0,0.0,0.0,0.0,0.0,5,3,76,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9648061359537645,0.2629622026565149
2007-03-18,2371.045999999996,241.45000000000047,241.0478194444448,7.00791666666668,6564.0,7369.0,5856.0,1440.0,19728.43333333327,0.0,0.0,0.0,0.0,0.0,6,3,77,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9691780654392536,0.2463612742933148
2007-03-19,2152.5179999999987,144.76400000000004,240.4970902777781,6.281944444444447,1648.0,2686.0,14118.0,1440.0,17423.299999999974,0.0,0.0,0.0,0.0,0.0,0,3,78,0.0,1.0,1.0,6.123233995736766e-17,0.9732643737003824,0.22968774213179574
2007-03-20,2086.2279999999996,164.87000000000003,240.81563888888883,6.151249999999973,3745.0,2837.0,11255.0,1440.0,16933.46666666666,0.0,0.0,0.0,0.0,0.0,1,3,79,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.9770638564833508,0.21294651993841582
